p,file,scenes,codec,frames_ts,BVP,fold
15,/p015/R3/pictures_ZIP_RAW_RGB/00000000.png,R3,RGB,/p015/R3/frames_timestamp.csv,/p015/R3/BVP.csv,2
15,/p015/R3/video_ZIP_H264.mp4,R3,H264,/p015/R3/frames_timestamp.csv,/p015/R3/BVP.csv,2
15,/p015/R3/video_ZIP_MJPG.avi,R3,MJPG,/p015/R3/frames_timestamp.csv,/p015/R3/BVP.csv,2
15,/p015/R4/pictures_ZIP_RAW_RGB/00000000.png,R4,RGB,/p015/R4/frames_timestamp.csv,/p015/R4/BVP.csv,2
15,/p015/R4/video_ZIP_H264.mp4,R4,H264,/p015/R4/frames_timestamp.csv,/p015/R4/BVP.csv,2
15,/p015/R4/video_ZIP_MJPG.avi,R4,MJPG,/p015/R4/frames_timestamp.csv,/p015/R4/BVP.csv,2
15,/p015/T1/video_ZIP_H264.mp4,T1,H264,/p015/T1/frames_timestamp.csv,/p015/T1/BVP.csv,2
15,/p015/T1/video_ZIP_MJPG.avi,T1,MJPG,/p015/T1/frames_timestamp.csv,/p015/T1/BVP.csv,2
15,/p015/T2/video_ZIP_H264.mp4,T2,H264,/p015/T2/frames_timestamp.csv,/p015/T2/BVP.csv,2
15,/p015/T2/video_ZIP_MJPG.avi,T2,MJPG,/p015/T2/frames_timestamp.csv,/p015/T2/BVP.csv,2
15,/p015/T3/video_ZIP_H264.mp4,T3,H264,/p015/T3/frames_timestamp.csv,/p015/T3/BVP.csv,2
15,/p015/T3/video_ZIP_MJPG.avi,T3,MJPG,/p015/T3/frames_timestamp.csv,/p015/T3/BVP.csv,2
16,/p016/E1/video_ZIP_H264.mp4,E1,H264,/p016/E1/frames_timestamp.csv,/p016/E1/BVP.csv,4
16,/p016/E1/video_ZIP_MJPG.avi,E1,MJPG,/p016/E1/frames_timestamp.csv,/p016/E1/BVP.csv,4
16,/p016/E2/video_ZIP_H264.mp4,E2,H264,/p016/E2/frames_timestamp.csv,/p016/E2/BVP.csv,4
16,/p016/E2/video_ZIP_MJPG.avi,E2,MJPG,/p016/E2/frames_timestamp.csv,/p016/E2/BVP.csv,4
16,/p016/E3/video_ZIP_H264.mp4,E3,H264,/p016/E3/frames_timestamp.csv,/p016/E3/BVP.csv,4
16,/p016/E3/video_ZIP_MJPG.avi,E3,MJPG,/p016/E3/frames_timestamp.csv,/p016/E3/BVP.csv,4
16,/p016/E4/video_ZIP_H264.mp4,E4,H264,/p016/E4/frames_timestamp.csv,/p016/E4/BVP.csv,4
16,/p016/E4/video_ZIP_MJPG.avi,E4,MJPG,/p016/E4/frames_timestamp.csv,/p016/E4/BVP.csv,4
16,/p016/E5/video_ZIP_H264.mp4,E5,H264,/p016/E5/frames_timestamp.csv,/p016/E5/BVP.csv,4
16,/p016/E5/video_ZIP_MJPG.avi,E5,MJPG,/p016/E5/frames_timestamp.csv,/p016/E5/BVP.csv,4
16,/p016/E6/video_ZIP_H264.mp4,E6,H264,/p016/E6/frames_timestamp.csv,/p016/E6/BVP.csv,4
16,/p016/E6/video_ZIP_MJPG.avi,E6,MJPG,/p016/E6/frames_timestamp.csv,/p016/E6/BVP.csv,4
16,/p016/R1/pictures_ZIP_RAW_RGB/00000000.png,R1,RGB,/p016/R1/frames_timestamp.csv,/p016/R1/BVP.csv,4
16,/p016/R1/video_ZIP_H264.mp4,R1,H264,/p016/R1/frames_timestamp.csv,/p016/R1/BVP.csv,4
16,/p016/R1/video_ZIP_MJPG.avi,R1,MJPG,/p016/R1/frames_timestamp.csv,/p016/R1/BVP.csv,4
16,/p016/R2/pictures_ZIP_RAW_RGB/00000000.png,R2,RGB,/p016/R2/frames_timestamp.csv,/p016/R2/BVP.csv,4
16,/p016/R2/video_ZIP_H264.mp4,R2,H264,/p016/R2/frames_timestamp.csv,/p016/R2/BVP.csv,4
16,/p016/R2/video_ZIP_MJPG.avi,R2,MJPG,/p016/R2/frames_timestamp.csv,/p016/R2/BVP.csv,4
16,/p016/R3/pictures_ZIP_RAW_RGB/00000000.png,R3,RGB,/p016/R3/frames_timestamp.csv,/p016/R3/BVP.csv,4
16,/p016/R3/video_ZIP_H264.mp4,R3,H264,/p016/R3/frames_timestamp.csv,/p016/R3/BVP.csv,4
16,/p016/R3/video_ZIP_MJPG.avi,R3,MJPG,/p016/R3/frames_timestamp.csv,/p016/R3/BVP.csv,4
16,/p016/R4/pictures_ZIP_RAW_RGB/00000000.png,R4,RGB,/p016/R4/frames_timestamp.csv,/p016/R4/BVP.csv,4
16,/p016/R4/video_ZIP_H264.mp4,R4,H264,/p016/R4/frames_timestamp.csv,/p016/R4/BVP.csv,4
16,/p016/R4/video_ZIP_MJPG.avi,R4,MJPG,/p016/R4/frames_timestamp.csv,/p016/R4/BVP.csv,4
16,/p016/T1/video_ZIP_H264.mp4,T1,H264,/p016/T1/frames_timestamp.csv,/p016/T1/BVP.csv,4
16,/p016/T1/video_ZIP_MJPG.avi,T1,MJPG,/p016/T1/frames_timestamp.csv,/p016/T1/BVP.csv,4
16,/p016/T2/video_ZIP_H264.mp4,T2,H264,/p016/T2/frames_timestamp.csv,/p016/T2/BVP.csv,4
16,/p016/T2/video_ZIP_MJPG.avi,T2,MJPG,/p016/T2/frames_timestamp.csv,/p016/T2/BVP.csv,4
16,/p016/T3/video_ZIP_H264.mp4,T3,H264,/p016/T3/frames_timestamp.csv,/p016/T3/BVP.csv,4
16,/p016/T3/video_ZIP_MJPG.avi,T3,MJPG,/p016/T3/frames_timestamp.csv,/p016/T3/BVP.csv,4
17,/p017/E1/video_ZIP_H264.mp4,E1,H264,/p017/E1/frames_timestamp.csv,/p017/E1/BVP.csv,0
17,/p017/E1/video_ZIP_MJPG.avi,E1,MJPG,/p017/E1/frames_timestamp.csv,/p017/E1/BVP.csv,0
17,/p017/E2/video_ZIP_H264.mp4,E2,H264,/p017/E2/frames_timestamp.csv,/p017/E2/BVP.csv,0
17,/p017/E2/video_ZIP_MJPG.avi,E2,MJPG,/p017/E2/frames_timestamp.csv,/p017/E2/BVP.csv,0
17,/p017/E3/video_ZIP_H264.mp4,E3,H264,/p017/E3/frames_timestamp.csv,/p017/E3/BVP.csv,0
17,/p017/E3/video_ZIP_MJPG.avi,E3,MJPG,/p017/E3/frames_timestamp.csv,/p017/E3/BVP.csv,0
17,/p017/E4/video_ZIP_H264.mp4,E4,H264,/p017/E4/frames_timestamp.csv,/p017/E4/BVP.csv,0
17,/p017/E4/video_ZIP_MJPG.avi,E4,MJPG,/p017/E4/frames_timestamp.csv,/p017/E4/BVP.csv,0
17,/p017/E5/video_ZIP_H264.mp4,E5,H264,/p017/E5/frames_timestamp.csv,/p017/E5/BVP.csv,0
17,/p017/E5/video_ZIP_MJPG.avi,E5,MJPG,/p017/E5/frames_timestamp.csv,/p017/E5/BVP.csv,0
17,/p017/E6/video_ZIP_H264.mp4,E6,H264,/p017/E6/frames_timestamp.csv,/p017/E6/BVP.csv,0
17,/p017/E6/video_ZIP_MJPG.avi,E6,MJPG,/p017/E6/frames_timestamp.csv,/p017/E6/BVP.csv,0
17,/p017/R1/pictures_ZIP_RAW_RGB/00000000.png,R1,RGB,/p017/R1/frames_timestamp.csv,/p017/R1/BVP.csv,0
17,/p017/R1/video_ZIP_H264.mp4,R1,H264,/p017/R1/frames_timestamp.csv,/p017/R1/BVP.csv,0
17,/p017/R1/video_ZIP_MJPG.avi,R1,MJPG,/p017/R1/frames_timestamp.csv,/p017/R1/BVP.csv,0
17,/p017/R2/pictures_ZIP_RAW_RGB/00000000.png,R2,RGB,/p017/R2/frames_timestamp.csv,/p017/R2/BVP.csv,0
17,/p017/R2/video_ZIP_H264.mp4,R2,H264,/p017/R2/frames_timestamp.csv,/p017/R2/BVP.csv,0
17,/p017/R2/video_ZIP_MJPG.avi,R2,MJPG,/p017/R2/frames_timestamp.csv,/p017/R2/BVP.csv,0
17,/p017/R3/pictures_ZIP_RAW_RGB/00000000.png,R3,RGB,/p017/R3/frames_timestamp.csv,/p017/R3/BVP.csv,0
17,/p017/R3/video_ZIP_H264.mp4,R3,H264,/p017/R3/frames_timestamp.csv,/p017/R3/BVP.csv,0
17,/p017/R3/video_ZIP_MJPG.avi,R3,MJPG,/p017/R3/frames_timestamp.csv,/p017/R3/BVP.csv,0
17,/p017/R4/pictures_ZIP_RAW_RGB/00000000.png,R4,RGB,/p017/R4/frames_timestamp.csv,/p017/R4/BVP.csv,0
17,/p017/R4/video_ZIP_H264.mp4,R4,H264,/p017/R4/frames_timestamp.csv,/p017/R4/BVP.csv,0
17,/p017/R4/video_ZIP_MJPG.avi,R4,MJPG,/p017/R4/frames_timestamp.csv,/p017/R4/BVP.csv,0
17,/p017/T1/video_ZIP_H264.mp4,T1,H264,/p017/T1/frames_timestamp.csv,/p017/T1/BVP.csv,0
17,/p017/T1/video_ZIP_MJPG.avi,T1,MJPG,/p017/T1/frames_timestamp.csv,/p017/T1/BVP.csv,0
17,/p017/T2/video_ZIP_H264.mp4,T2,H264,/p017/T2/frames_timestamp.csv,/p017/T2/BVP.csv,0
17,/p017/T2/video_ZIP_MJPG.avi,T2,MJPG,/p017/T2/frames_timestamp.csv,/p017/T2/BVP.csv,0
17,/p017/T3/video_ZIP_H264.mp4,T3,H264,/p017/T3/frames_timestamp.csv,/p017/T3/BVP.csv,0
17,/p017/T3/video_ZIP_MJPG.avi,T3,MJPG,/p017/T3/frames_timestamp.csv,/p017/T3/BVP.csv,0
18,/p018_/E1/video_ZIP_H264.mp4,E1,H264,/p018_/E1/frames_timestamp.csv,/p018_/E1/BVP.csv,3
18,/p018_/E1/video_ZIP_MJPG.avi,E1,MJPG,/p018_/E1/frames_timestamp.csv,/p018_/E1/BVP.csv,3
18,/p018_/E2/video_ZIP_H264.mp4,E2,H264,/p018_/E2/frames_timestamp.csv,/p018_/E2/BVP.csv,3
18,/p018_/E2/video_ZIP_MJPG.avi,E2,MJPG,/p018_/E2/frames_timestamp.csv,/p018_/E2/BVP.csv,3
18,/p018_/E3/video_ZIP_H264.mp4,E3,H264,/p018_/E3/frames_timestamp.csv,/p018_/E3/BVP.csv,3
18,/p018_/E3/video_ZIP_MJPG.avi,E3,MJPG,/p018_/E3/frames_timestamp.csv,/p018_/E3/BVP.csv,3
18,/p018_/E4/video_ZIP_H264.mp4,E4,H264,/p018_/E4/frames_timestamp.csv,/p018_/E4/BVP.csv,3
18,/p018_/E4/video_ZIP_MJPG.avi,E4,MJPG,/p018_/E4/frames_timestamp.csv,/p018_/E4/BVP.csv,3
18,/p018_/E5/video_ZIP_H264.mp4,E5,H264,/p018_/E5/frames_timestamp.csv,/p018_/E5/BVP.csv,3
18,/p018_/E5/video_ZIP_MJPG.avi,E5,MJPG,/p018_/E5/frames_timestamp.csv,/p018_/E5/BVP.csv,3
18,/p018_/E6/video_ZIP_H264.mp4,E6,H264,/p018_/E6/frames_timestamp.csv,/p018_/E6/BVP.csv,3
18,/p018_/E6/video_ZIP_MJPG.avi,E6,MJPG,/p018_/E6/frames_timestamp.csv,/p018_/E6/BVP.csv,3
18,/p018_/R1/pictures_ZIP_RAW_RGB/00000000.png,R1,RGB,/p018_/R1/frames_timestamp.csv,/p018_/R1/BVP.csv,3
18,/p018_/R1/video_ZIP_H264.mp4,R1,H264,/p018_/R1/frames_timestamp.csv,/p018_/R1/BVP.csv,3
18,/p018_/R1/video_ZIP_MJPG.avi,R1,MJPG,/p018_/R1/frames_timestamp.csv,/p018_/R1/BVP.csv,3
18,/p018_/R2/pictures_ZIP_RAW_RGB/00000000.png,R2,RGB,/p018_/R2/frames_timestamp.csv,/p018_/R2/BVP.csv,3
18,/p018_/R2/video_ZIP_H264.mp4,R2,H264,/p018_/R2/frames_timestamp.csv,/p018_/R2/BVP.csv,3
18,/p018_/R2/video_ZIP_MJPG.avi,R2,MJPG,/p018_/R2/frames_timestamp.csv,/p018_/R2/BVP.csv,3
18,/p018_/R3/pictures_ZIP_RAW_RGB/00000000.png,R3,RGB,/p018_/R3/frames_timestamp.csv,/p018_/R3/BVP.csv,3
18,/p018_/R3/video_ZIP_H264.mp4,R3,H264,/p018_/R3/frames_timestamp.csv,/p018_/R3/BVP.csv,3
18,/p018_/R3/video_ZIP_MJPG.avi,R3,MJPG,/p018_/R3/frames_timestamp.csv,/p018_/R3/BVP.csv,3
18,/p018_/R4/pictures_ZIP_RAW_RGB/00000000.png,R4,RGB,/p018_/R4/frames_timestamp.csv,/p018_/R4/BVP.csv,3
18,/p018_/R4/video_ZIP_H264.mp4,R4,H264,/p018_/R4/frames_timestamp.csv,/p018_/R4/BVP.csv,3
18,/p018_/R4/video_ZIP_MJPG.avi,R4,MJPG,/p018_/R4/frames_timestamp.csv,/p018_/R4/BVP.csv,3
18,/p018_/T2/video_ZIP_H264.mp4,T2,H264,/p018_/T2/frames_timestamp.csv,/p018_/T2/BVP.csv,3
18,/p018_/T2/video_ZIP_MJPG.avi,T2,MJPG,/p018_/T2/frames_timestamp.csv,/p018_/T2/BVP.csv,3
18,/p018_/T3/video_ZIP_H264.mp4,T3,H264,/p018_/T3/frames_timestamp.csv,/p018_/T3/BVP.csv,3
18,/p018_/T3/video_ZIP_MJPG.avi,T3,MJPG,/p018_/T3/frames_timestamp.csv,/p018_/T3/BVP.csv,3
19,/p019/E1/video_ZIP_H264.mp4,E1,H264,/p019/E1/frames_timestamp.csv,/p019/E1/BVP.csv,4
19,/p019/E1/video_ZIP_MJPG.avi,E1,MJPG,/p019/E1/frames_timestamp.csv,/p019/E1/BVP.csv,4
19,/p019/E2/video_ZIP_H264.mp4,E2,H264,/p019/E2/frames_timestamp.csv,/p019/E2/BVP.csv,4
19,/p019/E2/video_ZIP_MJPG.avi,E2,MJPG,/p019/E2/frames_timestamp.csv,/p019/E2/BVP.csv,4
19,/p019/E3/video_ZIP_H264.mp4,E3,H264,/p019/E3/frames_timestamp.csv,/p019/E3/BVP.csv,4
19,/p019/E3/video_ZIP_MJPG.avi,E3,MJPG,/p019/E3/frames_timestamp.csv,/p019/E3/BVP.csv,4
19,/p019/E4/video_ZIP_H264.mp4,E4,H264,/p019/E4/frames_timestamp.csv,/p019/E4/BVP.csv,4
19,/p019/E4/video_ZIP_MJPG.avi,E4,MJPG,/p019/E4/frames_timestamp.csv,/p019/E4/BVP.csv,4
19,/p019/E5/video_ZIP_H264.mp4,E5,H264,/p019/E5/frames_timestamp.csv,/p019/E5/BVP.csv,4
19,/p019/E5/video_ZIP_MJPG.avi,E5,MJPG,/p019/E5/frames_timestamp.csv,/p019/E5/BVP.csv,4
19,/p019/E6/video_ZIP_H264.mp4,E6,H264,/p019/E6/frames_timestamp.csv,/p019/E6/BVP.csv,4
19,/p019/E6/video_ZIP_MJPG.avi,E6,MJPG,/p019/E6/frames_timestamp.csv,/p019/E6/BVP.csv,4
19,/p019/R1/pictures_ZIP_RAW_RGB/00000000.png,R1,RGB,/p019/R1/frames_timestamp.csv,/p019/R1/BVP.csv,4
19,/p019/R1/video_ZIP_H264.mp4,R1,H264,/p019/R1/frames_timestamp.csv,/p019/R1/BVP.csv,4
19,/p019/R1/video_ZIP_MJPG.avi,R1,MJPG,/p019/R1/frames_timestamp.csv,/p019/R1/BVP.csv,4
19,/p019/R2/pictures_ZIP_RAW_RGB/00000000.png,R2,RGB,/p019/R2/frames_timestamp.csv,/p019/R2/BVP.csv,4
19,/p019/R2/video_ZIP_H264.mp4,R2,H264,/p019/R2/frames_timestamp.csv,/p019/R2/BVP.csv,4
19,/p019/R2/video_ZIP_MJPG.avi,R2,MJPG,/p019/R2/frames_timestamp.csv,/p019/R2/BVP.csv,4
19,/p019/R3/pictures_ZIP_RAW_RGB/00000000.png,R3,RGB,/p019/R3/frames_timestamp.csv,/p019/R3/BVP.csv,4
19,/p019/R3/video_ZIP_H264.mp4,R3,H264,/p019/R3/frames_timestamp.csv,/p019/R3/BVP.csv,4
19,/p019/R3/video_ZIP_MJPG.avi,R3,MJPG,/p019/R3/frames_timestamp.csv,/p019/R3/BVP.csv,4
19,/p019/R4/pictures_ZIP_RAW_RGB/00000000.png,R4,RGB,/p019/R4/frames_timestamp.csv,/p019/R4/BVP.csv,4
19,/p019/R4/video_ZIP_H264.mp4,R4,H264,/p019/R4/frames_timestamp.csv,/p019/R4/BVP.csv,4
19,/p019/R4/video_ZIP_MJPG.avi,R4,MJPG,/p019/R4/frames_timestamp.csv,/p019/R4/BVP.csv,4
19,/p019/T1/video_ZIP_H264.mp4,T1,H264,/p019/T1/frames_timestamp.csv,/p019/T1/BVP.csv,4
19,/p019/T1/video_ZIP_MJPG.avi,T1,MJPG,/p019/T1/frames_timestamp.csv,/p019/T1/BVP.csv,4
19,/p019/T2/video_ZIP_H264.mp4,T2,H264,/p019/T2/frames_timestamp.csv,/p019/T2/BVP.csv,4
19,/p019/T2/video_ZIP_MJPG.avi,T2,MJPG,/p019/T2/frames_timestamp.csv,/p019/T2/BVP.csv,4
19,/p019/T3/video_ZIP_H264.mp4,T3,H264,/p019/T3/frames_timestamp.csv,/p019/T3/BVP.csv,4
19,/p019/T3/video_ZIP_MJPG.avi,T3,MJPG,/p019/T3/frames_timestamp.csv,/p019/T3/BVP.csv,4
20,/p020/E1/video_ZIP_H264.mp4,E1,H264,/p020/E1/frames_timestamp.csv,/p020/E1/BVP.csv,1
20,/p020/E1/video_ZIP_MJPG.avi,E1,MJPG,/p020/E1/frames_timestamp.csv,/p020/E1/BVP.csv,1
20,/p020/E2/video_ZIP_H264.mp4,E2,H264,/p020/E2/frames_timestamp.csv,/p020/E2/BVP.csv,1
20,/p020/E2/video_ZIP_MJPG.avi,E2,MJPG,/p020/E2/frames_timestamp.csv,/p020/E2/BVP.csv,1
20,/p020/E3/video_ZIP_H264.mp4,E3,H264,/p020/E3/frames_timestamp.csv,/p020/E3/BVP.csv,1
20,/p020/E3/video_ZIP_MJPG.avi,E3,MJPG,/p020/E3/frames_timestamp.csv,/p020/E3/BVP.csv,1
20,/p020/E4/video_ZIP_H264.mp4,E4,H264,/p020/E4/frames_timestamp.csv,/p020/E4/BVP.csv,1
20,/p020/E4/video_ZIP_MJPG.avi,E4,MJPG,/p020/E4/frames_timestamp.csv,/p020/E4/BVP.csv,1
20,/p020/E5/video_ZIP_H264.mp4,E5,H264,/p020/E5/frames_timestamp.csv,/p020/E5/BVP.csv,1
20,/p020/E5/video_ZIP_MJPG.avi,E5,MJPG,/p020/E5/frames_timestamp.csv,/p020/E5/BVP.csv,1
20,/p020/E6/video_ZIP_H264.mp4,E6,H264,/p020/E6/frames_timestamp.csv,/p020/E6/BVP.csv,1
20,/p020/E6/video_ZIP_MJPG.avi,E6,MJPG,/p020/E6/frames_timestamp.csv,/p020/E6/BVP.csv,1
20,/p020/R1/pictures_ZIP_RAW_RGB/00000000.png,R1,RGB,/p020/R1/frames_timestamp.csv,/p020/R1/BVP.csv,1
20,/p020/R1/video_ZIP_H264.mp4,R1,H264,/p020/R1/frames_timestamp.csv,/p020/R1/BVP.csv,1
20,/p020/R1/video_ZIP_MJPG.avi,R1,MJPG,/p020/R1/frames_timestamp.csv,/p020/R1/BVP.csv,1
20,/p020/R2/pictures_ZIP_RAW_RGB/00000000.png,R2,RGB,/p020/R2/frames_timestamp.csv,/p020/R2/BVP.csv,1
20,/p020/R2/video_ZIP_H264.mp4,R2,H264,/p020/R2/frames_timestamp.csv,/p020/R2/BVP.csv,1
20,/p020/R2/video_ZIP_MJPG.avi,R2,MJPG,/p020/R2/frames_timestamp.csv,/p020/R2/BVP.csv,1
20,/p020/R3/pictures_ZIP_RAW_RGB/00000000.png,R3,RGB,/p020/R3/frames_timestamp.csv,/p020/R3/BVP.csv,1
20,/p020/R3/video_ZIP_H264.mp4,R3,H264,/p020/R3/frames_timestamp.csv,/p020/R3/BVP.csv,1
20,/p020/R3/video_ZIP_MJPG.avi,R3,MJPG,/p020/R3/frames_timestamp.csv,/p020/R3/BVP.csv,1
20,/p020/R4/pictures_ZIP_RAW_RGB/00000000.png,R4,RGB,/p020/R4/frames_timestamp.csv,/p020/R4/BVP.csv,1
20,/p020/R4/video_ZIP_H264.mp4,R4,H264,/p020/R4/frames_timestamp.csv,/p020/R4/BVP.csv,1
20,/p020/R4/video_ZIP_MJPG.avi,R4,MJPG,/p020/R4/frames_timestamp.csv,/p020/R4/BVP.csv,1
20,/p020/T1/video_ZIP_H264.mp4,T1,H264,/p020/T1/frames_timestamp.csv,/p020/T1/BVP.csv,1
20,/p020/T1/video_ZIP_MJPG.avi,T1,MJPG,/p020/T1/frames_timestamp.csv,/p020/T1/BVP.csv,1
20,/p020/T2/video_ZIP_H264.mp4,T2,H264,/p020/T2/frames_timestamp.csv,/p020/T2/BVP.csv,1
20,/p020/T2/video_ZIP_MJPG.avi,T2,MJPG,/p020/T2/frames_timestamp.csv,/p020/T2/BVP.csv,1
20,/p020/T3/video_ZIP_H264.mp4,T3,H264,/p020/T3/frames_timestamp.csv,/p020/T3/BVP.csv,1
20,/p020/T3/video_ZIP_MJPG.avi,T3,MJPG,/p020/T3/frames_timestamp.csv,/p020/T3/BVP.csv,1
21,/p021/E1/video_ZIP_H264.mp4,E1,H264,/p021/E1/frames_timestamp.csv,/p021/E1/BVP.csv,1
21,/p021/E1/video_ZIP_MJPG.avi,E1,MJPG,/p021/E1/frames_timestamp.csv,/p021/E1/BVP.csv,1
21,/p021/E2/video_ZIP_H264.mp4,E2,H264,/p021/E2/frames_timestamp.csv,/p021/E2/BVP.csv,1
21,/p021/E2/video_ZIP_MJPG.avi,E2,MJPG,/p021/E2/frames_timestamp.csv,/p021/E2/BVP.csv,1
21,/p021/E3/video_ZIP_H264.mp4,E3,H264,/p021/E3/frames_timestamp.csv,/p021/E3/BVP.csv,1
21,/p021/E3/video_ZIP_MJPG.avi,E3,MJPG,/p021/E3/frames_timestamp.csv,/p021/E3/BVP.csv,1
21,/p021/E4/video_ZIP_H264.mp4,E4,H264,/p021/E4/frames_timestamp.csv,/p021/E4/BVP.csv,1
21,/p021/E4/video_ZIP_MJPG.avi,E4,MJPG,/p021/E4/frames_timestamp.csv,/p021/E4/BVP.csv,1
21,/p021/E5/video_ZIP_H264.mp4,E5,H264,/p021/E5/frames_timestamp.csv,/p021/E5/BVP.csv,1
21,/p021/E5/video_ZIP_MJPG.avi,E5,MJPG,/p021/E5/frames_timestamp.csv,/p021/E5/BVP.csv,1
21,/p021/E6/video_ZIP_H264.mp4,E6,H264,/p021/E6/frames_timestamp.csv,/p021/E6/BVP.csv,1
21,/p021/E6/video_ZIP_MJPG.avi,E6,MJPG,/p021/E6/frames_timestamp.csv,/p021/E6/BVP.csv,1
21,/p021/R1/pictures_ZIP_RAW_RGB/00000000.png,R1,RGB,/p021/R1/frames_timestamp.csv,/p021/R1/BVP.csv,1
21,/p021/R1/video_ZIP_H264.mp4,R1,H264,/p021/R1/frames_timestamp.csv,/p021/R1/BVP.csv,1
21,/p021/R1/video_ZIP_MJPG.avi,R1,MJPG,/p021/R1/frames_timestamp.csv,/p021/R1/BVP.csv,1
21,/p021/R2/pictures_ZIP_RAW_RGB/00000000.png,R2,RGB,/p021/R2/frames_timestamp.csv,/p021/R2/BVP.csv,1
21,/p021/R2/video_ZIP_H264.mp4,R2,H264,/p021/R2/frames_timestamp.csv,/p021/R2/BVP.csv,1
21,/p021/R2/video_ZIP_MJPG.avi,R2,MJPG,/p021/R2/frames_timestamp.csv,/p021/R2/BVP.csv,1
21,/p021/R3/pictures_ZIP_RAW_RGB/00000000.png,R3,RGB,/p021/R3/frames_timestamp.csv,/p021/R3/BVP.csv,1
21,/p021/R3/video_ZIP_H264.mp4,R3,H264,/p021/R3/frames_timestamp.csv,/p021/R3/BVP.csv,1
21,/p021/R3/video_ZIP_MJPG.avi,R3,MJPG,/p021/R3/frames_timestamp.csv,/p021/R3/BVP.csv,1
21,/p021/R4/pictures_ZIP_RAW_RGB/00000000.png,R4,RGB,/p021/R4/frames_timestamp.csv,/p021/R4/BVP.csv,1
21,/p021/R4/video_ZIP_H264.mp4,R4,H264,/p021/R4/frames_timestamp.csv,/p021/R4/BVP.csv,-1
21,/p021/R4/video_ZIP_MJPG.avi,R4,MJPG,/p021/R4/frames_timestamp.csv,/p021/R4/BVP.csv,-1
21,/p021/T1/video_ZIP_H264.mp4,T1,H264,/p021/T1/frames_timestamp.csv,/p021/T1/BVP.csv,1
21,/p021/T1/video_ZIP_MJPG.avi,T1,MJPG,/p021/T1/frames_timestamp.csv,/p021/T1/BVP.csv,1
21,/p021/T2/video_ZIP_H264.mp4,T2,H264,/p021/T2/frames_timestamp.csv,/p021/T2/BVP.csv,1
21,/p021/T2/video_ZIP_MJPG.avi,T2,MJPG,/p021/T2/frames_timestamp.csv,/p021/T2/BVP.csv,1
21,/p021/T3/video_ZIP_H264.mp4,T3,H264,/p021/T3/frames_timestamp.csv,/p021/T3/BVP.csv,1
21,/p021/T3/video_ZIP_MJPG.avi,T3,MJPG,/p021/T3/frames_timestamp.csv,/p021/T3/BVP.csv,1
22,/p022/E1/video_ZIP_H264.mp4,E1,H264,/p022/E1/frames_timestamp.csv,/p022/E1/BVP.csv,4
22,/p022/E1/video_ZIP_MJPG.avi,E1,MJPG,/p022/E1/frames_timestamp.csv,/p022/E1/BVP.csv,4
22,/p022/E2/video_ZIP_H264.mp4,E2,H264,/p022/E2/frames_timestamp.csv,/p022/E2/BVP.csv,4
22,/p022/E2/video_ZIP_MJPG.avi,E2,MJPG,/p022/E2/frames_timestamp.csv,/p022/E2/BVP.csv,4
22,/p022/E3/video_ZIP_H264.mp4,E3,H264,/p022/E3/frames_timestamp.csv,/p022/E3/BVP.csv,4
22,/p022/E3/video_ZIP_MJPG.avi,E3,MJPG,/p022/E3/frames_timestamp.csv,/p022/E3/BVP.csv,4
22,/p022/E4/video_ZIP_H264.mp4,E4,H264,/p022/E4/frames_timestamp.csv,/p022/E4/BVP.csv,4
22,/p022/E4/video_ZIP_MJPG.avi,E4,MJPG,/p022/E4/frames_timestamp.csv,/p022/E4/BVP.csv,4
22,/p022/E5/video_ZIP_H264.mp4,E5,H264,/p022/E5/frames_timestamp.csv,/p022/E5/BVP.csv,4
22,/p022/E5/video_ZIP_MJPG.avi,E5,MJPG,/p022/E5/frames_timestamp.csv,/p022/E5/BVP.csv,4
22,/p022/E6/video_ZIP_H264.mp4,E6,H264,/p022/E6/frames_timestamp.csv,/p022/E6/BVP.csv,4
22,/p022/E6/video_ZIP_MJPG.avi,E6,MJPG,/p022/E6/frames_timestamp.csv,/p022/E6/BVP.csv,4
22,/p022/R1/pictures_ZIP_RAW_RGB/00000000.png,R1,RGB,/p022/R1/frames_timestamp.csv,/p022/R1/BVP.csv,4
22,/p022/R1/video_ZIP_H264.mp4,R1,H264,/p022/R1/frames_timestamp.csv,/p022/R1/BVP.csv,4
22,/p022/R1/video_ZIP_MJPG.avi,R1,MJPG,/p022/R1/frames_timestamp.csv,/p022/R1/BVP.csv,4
22,/p022/R2/pictures_ZIP_RAW_RGB/00000000.png,R2,RGB,/p022/R2/frames_timestamp.csv,/p022/R2/BVP.csv,4
22,/p022/R2/video_ZIP_H264.mp4,R2,H264,/p022/R2/frames_timestamp.csv,/p022/R2/BVP.csv,4
22,/p022/R2/video_ZIP_MJPG.avi,R2,MJPG,/p022/R2/frames_timestamp.csv,/p022/R2/BVP.csv,4
22,/p022/R3/pictures_ZIP_RAW_RGB/00000000.png,R3,RGB,/p022/R3/frames_timestamp.csv,/p022/R3/BVP.csv,4
22,/p022/R3/video_ZIP_H264.mp4,R3,H264,/p022/R3/frames_timestamp.csv,/p022/R3/BVP.csv,4
22,/p022/R3/video_ZIP_MJPG.avi,R3,MJPG,/p022/R3/frames_timestamp.csv,/p022/R3/BVP.csv,4
